"BaseIdentifier","Action","Identifier","Title","KeptIdentifier","KeptTitle"
"zx_Manic_Miner_1983","REMOVE","zx_Manic_Miner_1983_Software_Projects_t","Manic Miner","zx_Manic_Miner_1983_Bug_Byte_Software","Manic Miner"
"zx_Hopper_Copper_1988","REMOVE","zx_Hopper_Copper_1988_Silverbird_Software_a","Hopper Copper","zx_Hopper_Copper_1988_Silverbird_Software","Hopper Copper"
"a8b_Crystal_Castles_1984","REMOVE","a8b_Crystal_Castles_1984_Atari_US_proto_cr_Bandits_Software_h_ATBIT_k_file","Crystal Castles (proto)","a8b_Crystal_Castles_1984_Atari_US_proto_cr_Bandits_Software_a2_k_file","Crystal Castles (proto)"
"a8b_Crystal_Castles_1984","REMOVE","a8b_Crystal_Castles_1984_Atari_US_proto_cr_Bandits_Software_k_file","Crystal Castles (proto)","a8b_Crystal_Castles_1984_Atari_US_proto_cr_Bandits_Software_a2_k_file","Crystal Castles (proto)"
"a8b_Crystal_Castles_1984","REMOVE","a8b_Crystal_Castles_1984_Atari_US_proto_t","Crystal Castles (proto)","a8b_Crystal_Castles_1984_Atari_US_proto_cr_Bandits_Software_a2_k_file","Crystal Castles (proto)"
"zx_Bounces_1985_Beyond","REMOVE","zx_Bounces_1985_Beyond_Software_a","Bounces","zx_Bounces_1985_Beyond_Software","Bounces"
"zx_Bounces_1985_Beyond","REMOVE","zx_Bounces_1985_Beyond_Software_a2","Bounces","zx_Bounces_1985_Beyond_Software","Bounces"
"zx_Cauldron_1985_Palace","REMOVE","zx_Cauldron_1985_Palace_Software_a","Cauldron","zx_Cauldron_1985_Palace_Software","Cauldron"
"zx_Cauldron_1985_Palace","REMOVE","zx_Cauldron_1985_Palace_Software_a2","Cauldron","zx_Cauldron_1985_Palace_Software","Cauldron"
"zx_Bulge_The_1985","REMOVE","zx_Bulge_The_1985_MC_Lothlorien_a","Bulge, The","zx_Bulge_The_1985_MC_Lothlorien","Bulge, The"
"zx_Tales_of_the","REMOVE","zx_Tales_of_the_Arabian_Nights_1985_Interceptor_Micros_Software_a","Tales of the Arabian Nights","zx_Tales_of_the_Arabian_Nights_1985_Interceptor_Micros_Software","Tales of the Arabian Nights"
"zx_Tales_of_the","REMOVE","zx_Tales_of_the_Arabian_Nights_1985_Interceptor_Micros_Software_a2","Tales of the Arabian Nights","zx_Tales_of_the_Arabian_Nights_1985_Interceptor_Micros_Software","Tales of the Arabian Nights"
"a8b_Whistlers_Brother_1984","REMOVE","a8b_Whistlers_Brother_1984_Broderbund_US_h_Tigersoft_k_file","Whistler's Brother","a8b_Whistlers_Brother_1984_Broderbund_US","Whistler's Brother"
"zx_Tobruk_1942_Tank","REMOVE","zx_Tobruk_1942_Tank_Trainer_1987_PSS_a","Tobruk 1942 - Tank Trainer","zx_Tobruk_1942_Tank_Trainer_1987_PSS","Tobruk 1942 - Tank Trainer"
"zx_Vagan_Attack_1983","REMOVE","zx_Vagan_Attack_1983_Atlantis_Software_a","Vagan Attack","zx_Vagan_Attack_1983_Atlantis_Software","Vagan Attack"
"zx_180_1986_Mastertronic","REMOVE","zx_180_1986_Mastertronic_Added_Dimension_128K","180","zx_180_1986_Mastertronic_Added_Dimension","180"
"zx_180_1986_Mastertronic","REMOVE","zx_180_1986_Mastertronic_Added_Dimension_a2","180","zx_180_1986_Mastertronic_Added_Dimension","180"
"zx_180_1986_Mastertronic","REMOVE","zx_180_1986_Mastertronic_Added_Dimension_a3","180","zx_180_1986_Mastertronic_Added_Dimension","180"
"zx_180_1986_Mastertronic","REMOVE","zx_180_1986_Mastertronic_Added_Dimension_a4","180","zx_180_1986_Mastertronic_Added_Dimension","180"
"zx_180_1986_Mastertronic","REMOVE","zx_180_1986_Mastertronic_Added_Dimension_a5","180","zx_180_1986_Mastertronic_Added_Dimension","180"
"zx_180_1986_Mastertronic","REMOVE","zx_180_1986_Mastertronic_Added_Dimension_a6","180","zx_180_1986_Mastertronic_Added_Dimension","180"
"a8b_Shamus_1982_Synapse","REMOVE","a8b_Shamus_1982_Synapse_Software_US_req_OSb","Shamus","a8b_Shamus_1982_Synapse_Software_US_k_file","Shamus"
"a8b_Shamus_1982_Synapse","REMOVE","a8b_Shamus_1982_Synapse_Software_US_req_OSb_k_file","Shamus","a8b_Shamus_1982_Synapse_Software_US_k_file","Shamus"
"zx_Chiller_1985_Mastertronic","REMOVE","zx_Chiller_1985_Mastertronic_a","Chiller","zx_Chiller_1985_Mastertronic","Chiller"
"zx_Chiller_1985_Mastertronic","REMOVE","zx_Chiller_1985_Mastertronic_a2","Chiller","zx_Chiller_1985_Mastertronic","Chiller"
"zx_Chiller_1985_Mastertronic","REMOVE","zx_Chiller_1985_Mastertronic_a3","Chiller","zx_Chiller_1985_Mastertronic","Chiller"
"zx_Chiller_1985_Mastertronic","REMOVE","zx_Chiller_1985_Mastertronic_t","Chiller","zx_Chiller_1985_Mastertronic","Chiller"
"a8b_New_York_City","REMOVE","a8b_New_York_City_The_Big_Apple_1984_Synapse_Software_US_noATR_k_file","New York City: The Big Apple","a8b_New_York_City_The_Big_Apple_1984_Synapse_Software_US","New York City: The Big Apple"
"a8b_New_York_City","REMOVE","a8b_New_York_City_The_Big_Apple_1986_Americana_Software_GB","New York City: The Big Apple","a8b_New_York_City_The_Big_Apple_1984_Synapse_Software_US","New York City: The Big Apple"
"a8b_New_York_City","REMOVE","a8b_New_York_City_The_Big_Apple_1986_Americana_Software_GB_cr_Wastedwares_k_file","New York City: The Big Apple","a8b_New_York_City_The_Big_Apple_1984_Synapse_Software_US","New York City: The Big Apple"
"a8b_Wladca_1993_Mirage","REMOVE","a8b_Wladca_1993_Mirage_PL_h_LBS_k_file","Wladca","a8b_Wladca_1993_Mirage_PL_h_LBS_a_k_file","Wladca"
"a8b_Wladca_1993_Mirage","REMOVE","a8b_Wladca_1993_Mirage_PL_noATR_k_file","Wladca","a8b_Wladca_1993_Mirage_PL_h_LBS_a_k_file","Wladca"
"msdos_Star_Trek_-","REMOVE","msdos_Star_Trek_-_The_Kobayashi_Alternative_1985","Star Trek - The Kobayashi Alternative","msdos_Star_Trek_-_Strategic_Operations_Simulator_1983","Star Trek - Strategic Operations Simulator"
"msdos_Star_Trek_-","REMOVE","msdos_Star_Trek_-_The_Promethean_Prophecy_1986","Star Trek - The Promethean Prophecy","msdos_Star_Trek_-_Strategic_Operations_Simulator_1983","Star Trek - Strategic Operations Simulator"
"msdos_Star_Trek_-","REMOVE","msdos_Star_Trek_-_The_Rebel_Universe_1988","Star Trek - The Rebel Universe","msdos_Star_Trek_-_Strategic_Operations_Simulator_1983","Star Trek - Strategic Operations Simulator"
"zx_Overlander_1988_Elite","REMOVE","zx_Overlander_1988_Elite_Systems_128K","Overlander","zx_Overlander_1988_Elite_Systems","Overlander"
"zx_Overlander_1988_Elite","REMOVE","zx_Overlander_1988_Elite_Systems_a","Overlander","zx_Overlander_1988_Elite_Systems","Overlander"
"zx_Laser_Wheel_1987","REMOVE","zx_Laser_Wheel_1987_Mastertronic_Added_Dimension_a","Laser Wheel","zx_Laser_Wheel_1987_Mastertronic_Added_Dimension","Laser Wheel"
"zx_Laser_Wheel_1987","REMOVE","zx_Laser_Wheel_1987_Mastertronic_Added_Dimension_a2","Laser Wheel","zx_Laser_Wheel_1987_Mastertronic_Added_Dimension","Laser Wheel"
"zx_Knight_Tyme_1986","REMOVE","zx_Knight_Tyme_1986_Mastertronic_Added_Dimension_a_128K_Magic_Knight_3","Knight Tyme","zx_Knight_Tyme_1986_Mastertronic_Added_Dimension_128K_Magic_Knight_3","Knight Tyme"
"zx_Knight_Tyme_1986","REMOVE","zx_Knight_Tyme_1986_Mastertronic_Added_Dimension_a_Magic_Knight_3","Knight Tyme","zx_Knight_Tyme_1986_Mastertronic_Added_Dimension_128K_Magic_Knight_3","Knight Tyme"
"zx_Knight_Tyme_1986","REMOVE","zx_Knight_Tyme_1986_Mastertronic_Added_Dimension_a2_128K_Magic_Knight_3","Knight Tyme","zx_Knight_Tyme_1986_Mastertronic_Added_Dimension_128K_Magic_Knight_3","Knight Tyme"
"zx_Knight_Tyme_1986","REMOVE","zx_Knight_Tyme_1986_Mastertronic_Added_Dimension_a2_Magic_Knight_3","Knight Tyme","zx_Knight_Tyme_1986_Mastertronic_Added_Dimension_128K_Magic_Knight_3","Knight Tyme"
"zx_Knight_Tyme_1986","REMOVE","zx_Knight_Tyme_1986_Mastertronic_Added_Dimension_Magic_Knight_3","Knight Tyme","zx_Knight_Tyme_1986_Mastertronic_Added_Dimension_128K_Magic_Knight_3","Knight Tyme"
"a8b_Dig_Dug_1983","REMOVE","a8b_Dig_Dug_1983_Atari_US_req_OSb_k_file","Dig Dug","a8b_Dig_Dug_1983_Atari_US_req_OSb","Dig Dug"
"zx_Rally_Simulator_1989","REMOVE","zx_Rally_Simulator_1989_Zeppelin_Games_a","Rally Simulator","zx_Rally_Simulator_1989_Zeppelin_Games","Rally Simulator"
"zx_Adidas_Championship_Tie","REMOVE","zx_Adidas_Championship_Tie_Break_1990_Ocean_a","Adidas Championship Tie-Break","zx_Adidas_Championship_Tie_Break_1990_Ocean","Adidas Championship Tie-Break"
"zx_Adidas_Championship_Tie","REMOVE","zx_Adidas_Championship_Tie_Break_1990_Ocean_a2","Adidas Championship Tie-Break","zx_Adidas_Championship_Tie_Break_1990_Ocean","Adidas Championship Tie-Break"
"zx_Sceptre_of_Bagdad","REMOVE","zx_Sceptre_of_Bagdad_1987_Atlantis_Software_a","Sceptre of Bagdad","zx_Sceptre_of_Bagdad_1987_Atlantis_Software","Sceptre of Bagdad"
"zx_Sceptre_of_Bagdad","REMOVE","zx_Sceptre_of_Bagdad_1987_Atlantis_Software_a2","Sceptre of Bagdad","zx_Sceptre_of_Bagdad_1987_Atlantis_Software","Sceptre of Bagdad"
"d64_Turbo_Sixty_Four","REMOVE","d64_Turbo_Sixty_Four_1984_Limbic_Systems","Turbo Sixty Four","d64_Turbo_Sixty_Four_1983_Limbic_Systems_UK","Turbo Sixty Four"
"d64_Turbo_Sixty_Four","REMOVE","d64_Turbo_Sixty_Four_1984_Limbic_Systems_h_CCS","Turbo Sixty Four","d64_Turbo_Sixty_Four_1983_Limbic_Systems_UK","Turbo Sixty Four"
"zx_Cavelon_1984_Ocean","REMOVE","zx_Cavelon_1984_Ocean_a","Cavelon","zx_Cavelon_1984_Ocean","Cavelon"
"zx_Cavelon_1984_Ocean","REMOVE","zx_Cavelon_1984_Ocean_a2","Cavelon","zx_Cavelon_1984_Ocean","Cavelon"
"a8b_Starfire_1983_Epyx","REMOVE","a8b_Starfire_1983_Epyx_US_k_file","Starfire","a8b_Starfire_1983_Epyx_US_a_k_file","Starfire"
"a8b_Starquake_1985_Bubble","REMOVE","a8b_Starquake_1985_Bubble_Bus_Software_GB_a_k_file","Starquake","a8b_Starquake_1985_Bubble_Bus_Software_GB","Starquake"
"a8b_Starquake_1985_Bubble","REMOVE","a8b_Starquake_1985_Bubble_Bus_Software_GB_cr_J._Richter","Starquake","a8b_Starquake_1985_Bubble_Bus_Software_GB","Starquake"
"a8b_Starquake_1985_Bubble","REMOVE","a8b_Starquake_1985_Bubble_Bus_Software_GB_cr_N.A.P.O._noATR_k_file","Starquake","a8b_Starquake_1985_Bubble_Bus_Software_GB","Starquake"
"a8b_Starquake_1985_Bubble","REMOVE","a8b_Starquake_1985_Bubble_Bus_Software_GB_k_file","Starquake","a8b_Starquake_1985_Bubble_Bus_Software_GB","Starquake"
"a8b_Starquake_1985_Bubble","REMOVE","a8b_Starquake_1985_Bubble_Bus_Software_GB_t_LeAl","Starquake","a8b_Starquake_1985_Bubble_Bus_Software_GB","Starquake"
"msdos_The_Amazing_Spider-Man","REMOVE","msdos_The_Amazing_Spider-Man_and_Captain_America_in_Dr._Dooms_Revenge_1989","The Amazing Spider-Man and Captain America in Dr. Doom's Revenge!","msdos_The_Amazing_Spider-Man_1990","The Amazing Spider-Man"
"zx_Tarzan_Goes_Ape","REMOVE","zx_Tarzan_Goes_Ape_1991_Codemasters_a","Tarzan Goes Ape","zx_Tarzan_Goes_Ape_1991_Codemasters","Tarzan Goes Ape"
"a8b_180_1986_Mastertronic","REMOVE","a8b_180_1986_Mastertronic_GB_cr_Mr._Bacardi_k_file","180","a8b_180_1986_Mastertronic_GB_cr_Mr._Bacardi_a_k_file","180"
"Commodore_64_Karateka_April","REMOVE","Commodore_64_Karateka_April_15_1985_Jordans_Copy","Commodore 64 Karateka April 15 1985 Jordan's Copy","Commodore_64_Karateka_April_11_1985_Lizs_Copy","Commodore 64 Karateka April 11 1985 Liz's Copy"
"zx_Deflektor_1987_Gremlin","REMOVE","zx_Deflektor_1987_Gremlin_Graphics_Software_a","Deflektor","zx_Deflektor_1987_Gremlin_Graphics_Software","Deflektor"
"zx_Deflektor_1987_Gremlin","REMOVE","zx_Deflektor_1987_Gremlin_Graphics_Software_a2","Deflektor","zx_Deflektor_1987_Gremlin_Graphics_Software","Deflektor"
"zx_Deflektor_1987_Gremlin","REMOVE","zx_Deflektor_1987_Gremlin_Graphics_Software_a3","Deflektor","zx_Deflektor_1987_Gremlin_Graphics_Software","Deflektor"
"zx_APB_All_Points","REMOVE","zx_APB_All_Points_Bulletin_1989_Domark_a_128K","APB - All Points Bulletin","zx_APB_All_Points_Bulletin_1989_Domark_128K","APB - All Points Bulletin"
"zx_APB_All_Points","REMOVE","zx_APB_All_Points_Bulletin_1989_Domark_a2_128K","APB - All Points Bulletin","zx_APB_All_Points_Bulletin_1989_Domark_128K","APB - All Points Bulletin"
"d64_Zamzara_1989_Hewson","REMOVE","d64_Zamzara_1989_Hewson_h_Triumwyrat","Zamzara","d64_Zamzara_1989_Hewson","Zamzara"
"zx_Cavemania_1990_Atlantis","REMOVE","zx_Cavemania_1990_Atlantis_Software_a","Cavemania","zx_Cavemania_1990_Atlantis_Software","Cavemania"
"zx_Ninja_1987_Entertainment","REMOVE","zx_Ninja_1987_Entertainment_USA_a","Ninja","zx_Ninja_1987_Entertainment_USA","Ninja"
"zx_Ninja_1987_Entertainment","REMOVE","zx_Ninja_1987_Entertainment_USA_a2","Ninja","zx_Ninja_1987_Entertainment_USA","Ninja"
"a8b_Matchboxes_1983_Broderbund","REMOVE","a8b_Matchboxes_1983_Broderbund_US_a_k_file","Matchboxes","a8b_Matchboxes_1983_Broderbund_US","Matchboxes"
"a8b_Matchboxes_1983_Broderbund","REMOVE","a8b_Matchboxes_1983_Broderbund_US_a2_k_file","Matchboxes","a8b_Matchboxes_1983_Broderbund_US","Matchboxes"
"a8b_Matchboxes_1983_Broderbund","REMOVE","a8b_Matchboxes_1983_Broderbund_US_k_file","Matchboxes","a8b_Matchboxes_1983_Broderbund_US","Matchboxes"
"zx_Adventure_Number_13","REMOVE","zx_Adventure_Number_13_Sorcerer_of_Claymorgue_Castle_1985_Adventure_International_a","Adventure Number 13 - Sorcerer of Claymorgue Castle","zx_Adventure_Number_13_Sorcerer_of_Claymorgue_Castle_1985_Adventure_International.z","Adventure Number 13 - Sorcerer of Claymorgue Castle"
"zx_Shadow_Warriors_1990","REMOVE","zx_Shadow_Warriors_1990_Ocean_a_128K","Shadow Warriors","zx_Shadow_Warriors_1990_Ocean_128K","Shadow Warriors"
"zx_007_Licence_to","REMOVE","zx_007_Licence_to_Kill_1989_Domark_128K","007 - Licence to Kill","zx_007_Licence_to_Kill_1989_Domark","007 - Licence to Kill"
"zx_007_Licence_to","REMOVE","zx_007_Licence_to_Kill_1989_Domark_a_128K","007 - Licence to Kill","zx_007_Licence_to_Kill_1989_Domark","007 - Licence to Kill"
"zx_F_15_Strike","REMOVE","zx_F_15_Strike_Eagle_1986_Microprose_Software_a","F-15 Strike Eagle","zx_F_15_Strike_Eagle_1986_Microprose_Software","F-15 Strike Eagle"
"zx_Armageddon_Man_The","REMOVE","zx_Armageddon_Man_The_1987_Martech_Games_128K","Armageddon Man, The","zx_Armageddon_Man_The_1987_Martech_Games","Armageddon Man, The"
"zx_Armageddon_Man_The","REMOVE","zx_Armageddon_Man_The_1987_Martech_Games_a_128K","Armageddon Man, The","zx_Armageddon_Man_The_1987_Martech_Games","Armageddon Man, The"
"zx_Armageddon_Man_The","REMOVE","zx_Armageddon_Man_The_1987_Martech_Games_a2_128K","Armageddon Man, The","zx_Armageddon_Man_The_1987_Martech_Games","Armageddon Man, The"
"zx_Raid_over_Moscow","REMOVE","zx_Raid_over_Moscow_1985_U.S._Gold_a","Raid over Moscow","zx_Raid_over_Moscow_1985_U.S._Gold","Raid over Moscow"
"zx_Raid_over_Moscow","REMOVE","zx_Raid_over_Moscow_1985_U.S._Gold_a2","Raid over Moscow","zx_Raid_over_Moscow_1985_U.S._Gold","Raid over Moscow"
"zx_House_Jack_Built","REMOVE","zx_House_Jack_Built_The_1984_Thor_Computer_Software_a","House Jack Built, The","zx_House_Jack_Built_The_1984_Thor_Computer_Software","House Jack Built, The"
"a8b_Cest_la_Vie","REMOVE","a8b_Cest_la_Vie_1983_Adventure_International_US_a_k_file","C'est la Vie","a8b_Cest_la_Vie_1983_Adventure_International_US","C'est la Vie"
"a8b_Cest_la_Vie","REMOVE","a8b_Cest_la_Vie_1983_Adventure_International_US_k_file","C'est la Vie","a8b_Cest_la_Vie_1983_Adventure_International_US","C'est la Vie"
"zx_Hercules_Slayer_of","REMOVE","zx_Hercules_Slayer_of_the_Damned_1988_Gremlin_Graphics_Software_128K","Hercules - Slayer of the Damned","zx_Hercules_Slayer_of_the_Damned_1988_Gremlin_Graphics_Software","Hercules - Slayer of the Damned"
"zx_Saga_of_Erik","REMOVE","zx_Saga_of_Erik_the_Viking_The_1984_Mosaic_Publishing_a","Saga of Erik the Viking, The","zx_Saga_of_Erik_the_Viking_The_1984_Mosaic_Publishing","Saga of Erik the Viking, The"
"zx_Saga_of_Erik","REMOVE","zx_Saga_of_Erik_the_Viking_The_1984_Mosaic_Publishing_a2","Saga of Erik the Viking, The","zx_Saga_of_Erik_the_Viking_The_1984_Mosaic_Publishing","Saga of Erik the Viking, The"
"zx_Oink_Piggy_Tales","REMOVE","zx_Oink_Piggy_Tales_1987_CRL_Group_a","Oink! - Piggy Tales","zx_Oink_Piggy_Tales_1987_CRL_Group","Oink! - Piggy Tales"
"zx_Oink_Piggy_Tales","REMOVE","zx_Oink_Piggy_Tales_1987_CRL_Group_a2","Oink! - Piggy Tales","zx_Oink_Piggy_Tales_1987_CRL_Group","Oink! - Piggy Tales"
"zx_S.M.A.S.H.E.D._1987_Alternative","REMOVE","zx_S.M.A.S.H.E.D._1987_Alternative_Software_a","S.M.A.S.H.E.D.","zx_S.M.A.S.H.E.D._1987_Alternative_Software","S.M.A.S.H.E.D."
"zx_Fury_The_1988","REMOVE","zx_Fury_The_1988_Martech_Games_a","Fury, The","zx_Fury_The_1988_Martech_Games_128K","Fury, The"
"zx_Fury_The_1988","REMOVE","zx_Fury_The_1988_Martech_Games_a2","Fury, The","zx_Fury_The_1988_Martech_Games_128K","Fury, The"
"zx_Johnny_Reb_II","REMOVE","zx_Johnny_Reb_II_1986_MC_Lothlorien_a","Johnny Reb II","zx_Johnny_Reb_II_1986_MC_Lothlorien","Johnny Reb II"
"zx_ATF_Advanced_Tactical","REMOVE","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration_128K","ATF - Advanced Tactical Fighter","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration","ATF - Advanced Tactical Fighter"
"zx_ATF_Advanced_Tactical","REMOVE","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration_a","ATF - Advanced Tactical Fighter","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration","ATF - Advanced Tactical Fighter"
"zx_ATF_Advanced_Tactical","REMOVE","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration_a_128K","ATF - Advanced Tactical Fighter","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration","ATF - Advanced Tactical Fighter"
"zx_ATF_Advanced_Tactical","REMOVE","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration_a2","ATF - Advanced Tactical Fighter","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration","ATF - Advanced Tactical Fighter"
"zx_ATF_Advanced_Tactical","REMOVE","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration_a2_128K","ATF - Advanced Tactical Fighter","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration","ATF - Advanced Tactical Fighter"
"zx_ATF_Advanced_Tactical","REMOVE","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration_a3","ATF - Advanced Tactical Fighter","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration","ATF - Advanced Tactical Fighter"
"zx_ATF_Advanced_Tactical","REMOVE","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration_a4","ATF - Advanced Tactical Fighter","zx_ATF_Advanced_Tactical_Fighter_1988_Digital_Integration","ATF - Advanced Tactical Fighter"
"zx_Souls_of_Darkon","REMOVE","zx_Souls_of_Darkon_1985_Taskset_a","Souls of Darkon","zx_Souls_of_Darkon_1985_Taskset","Souls of Darkon"
"Familiada_19xx_Biuro_Informatyczno","REMOVE","Familiada_19xx_Biuro_Informatyczno_Wydawnicze_pl","Familiada","Familiada_19xx_Biuro_Informatyczno_Wydawnicze","Familiada"
"zx_Aliens_1986_Electric","REMOVE","zx_Aliens_1986_Electric_Dreams_Software_a","Aliens","zx_Aliens_1986_Electric_Dreams_Software","Aliens"
"zx_Aliens_1986_Electric","REMOVE","zx_Aliens_1986_Electric_Dreams_Software_a2","Aliens","zx_Aliens_1986_Electric_Dreams_Software","Aliens"
"zx_Aliens_1986_Electric","REMOVE","zx_Aliens_1986_Electric_Dreams_Software_a3","Aliens","zx_Aliens_1986_Electric_Dreams_Software","Aliens"
"zx_Aliens_1986_Electric","REMOVE","zx_Aliens_1986_Electric_Dreams_Software_a4","Aliens","zx_Aliens_1986_Electric_Dreams_Software","Aliens"
"zx_Exploding_Fist_1988","REMOVE","zx_Exploding_Fist_1988_Firebird_Software_a","Exploding Fist+","zx_Exploding_Fist_1988_Firebird_Software","Exploding Fist+"
"zx_Exploding_Fist_1988","REMOVE","zx_Exploding_Fist_1988_Firebird_Software_a2","Exploding Fist+","zx_Exploding_Fist_1988_Firebird_Software","Exploding Fist+"
"Golf_Construction_Set_1985","REMOVE","Golf_Construction_Set_1985_Ariolasoft_h_ASS","Golf Construction Set","Golf_Construction_Set_1985_Ariolasoft","Golf Construction Set"
"Golf_Construction_Set_1985","REMOVE","Golf_Construction_Set_1985_Ariolasoft_Side_A","Golf Construction Set (Side A)","Golf_Construction_Set_1985_Ariolasoft","Golf Construction Set"
"zx_Dragons_of_Flame","REMOVE","zx_Dragons_of_Flame_1990_U.S._Gold_a","Dragons of Flame","zx_Dragons_of_Flame_1990_U.S._Gold","Dragons of Flame"
"zx_Galaxian_1984_Ataft","REMOVE","zx_Galaxian_1984_Ataft_a","Galaxian","zx_Galaxian_1984_Ataft","Galaxian"
"zx_Galaxian_1984_Ataft","REMOVE","zx_Galaxian_1984_Ataft_a2","Galaxian","zx_Galaxian_1984_Ataft","Galaxian"
"zx_Super_Robin_Hood","REMOVE","zx_Super_Robin_Hood_1987_Codemasters_a","Super Robin Hood","zx_Super_Robin_Hood_1987_Codemasters","Super Robin Hood"
"zx_Super_Robin_Hood","REMOVE","zx_Super_Robin_Hood_1987_Codemasters_b","Super Robin Hood","zx_Super_Robin_Hood_1987_Codemasters","Super Robin Hood"
"a8b_Mr._TNT_1983","REMOVE","a8b_Mr._TNT_1983_HesWare_US_k_file","Mr. TNT","a8b_Mr._TNT_1983_HesWare_US_a_k_file","Mr. TNT"
"zx_Ball_Crazy_1987","REMOVE","zx_Ball_Crazy_1987_Mastertronic_Added_Dimension_a","Ball Crazy","zx_Ball_Crazy_1987_Mastertronic_Added_Dimension","Ball Crazy"
"zx_Ball_Crazy_1987","REMOVE","zx_Ball_Crazy_1987_Mastertronic_Added_Dimension_a2","Ball Crazy","zx_Ball_Crazy_1987_Mastertronic_Added_Dimension","Ball Crazy"
"a8b_Encounter_1983_Synapse","REMOVE","a8b_Encounter_1983_Synapse_Software_US_a2_req_OSb_k_file","Encounter!","a8b_Encounter_1983_Synapse_Software_US_a_req_OSb_k_file","Encounter!"
"a8b_Encounter_1983_Synapse","REMOVE","a8b_Encounter_1983_Synapse_Software_US_req_OSb_k_file","Encounter!","a8b_Encounter_1983_Synapse_Software_US_a_req_OSb_k_file","Encounter!"
"a8b_Encounter_1983_Synapse","REMOVE","a8b_Encounter_1983_Synapse_Software_US_t_Wizard_req_OSb","Encounter!","a8b_Encounter_1983_Synapse_Software_US_a_req_OSb_k_file","Encounter!"
"d64_Rollin_1984_Atlantis","REMOVE","d64_Rollin_1984_Atlantis_Software_h_ALI","Rollin","d64_Rollin_1984_Atlantis_Software","Rollin"
"d64_Nightmare_Park_19xx","REMOVE","d64_Nightmare_Park_19xx_Tiger-Crew-Disk_de_PD","Nightmare Park (PD)","d64_Nightmare_Park_19xx_-","Nightmare Park"
"zx_Olli_Lissa_The","REMOVE","zx_Olli_Lissa_The_Ghost_of_Shilmoore_Castle_1986_Firebird_Software_a","Olli & Lissa - The Ghost of Shilmoore Castle","zx_Olli_Lissa_The_Ghost_of_Shilmoore_Castle_1986_Firebird_Software","Olli & Lissa - The Ghost of Shilmoore Castle"
"zx_Olli_Lissa_The","REMOVE","zx_Olli_Lissa_The_Ghost_of_Shilmoore_Castle_1986_Firebird_Software_a2","Olli & Lissa - The Ghost of Shilmoore Castle","zx_Olli_Lissa_The_Ghost_of_Shilmoore_Castle_1986_Firebird_Software","Olli & Lissa - The Ghost of Shilmoore Castle"
"zx_Beach_Buggy_Simulator","REMOVE","zx_Beach_Buggy_Simulator_1988_Silverbird_Software_a","Beach Buggy Simulator","zx_Beach_Buggy_Simulator_1988_Silverbird_Software","Beach Buggy Simulator"
"zx_Beach_Buggy_Simulator","REMOVE","zx_Beach_Buggy_Simulator_1988_Silverbird_Software_a2","Beach Buggy Simulator","zx_Beach_Buggy_Simulator_1988_Silverbird_Software","Beach Buggy Simulator"
"zx_Beach_Buggy_Simulator","REMOVE","zx_Beach_Buggy_Simulator_1988_Silverbird_Software_a3","Beach Buggy Simulator","zx_Beach_Buggy_Simulator_1988_Silverbird_Software","Beach Buggy Simulator"
"zx_Beach_Buggy_Simulator","REMOVE","zx_Beach_Buggy_Simulator_1988_Silverbird_Software_a4","Beach Buggy Simulator","zx_Beach_Buggy_Simulator_1988_Silverbird_Software","Beach Buggy Simulator"
"zx_Sigma_7_1987","REMOVE","zx_Sigma_7_1987_Durell_Software_128K","Sigma 7","zx_Sigma_7_1987_Durell_Software","Sigma 7"
"zx_Sigma_7_1987","REMOVE","zx_Sigma_7_1987_Durell_Software_a","Sigma 7","zx_Sigma_7_1987_Durell_Software","Sigma 7"
"a8b_On_Cue_Pool","REMOVE","a8b_On_Cue_Pool_87_1987_Mastertronic_GB_cr_Mr._Bacardi_tape_version","On Cue: Pool 87","a8b_On_Cue_Pool_87_1987_Mastertronic_GB_a_tape_version_k_file","On Cue: Pool 87"
"a8b_On_Cue_Pool","REMOVE","a8b_On_Cue_Pool_87_1987_Mastertronic_GB_tape_version_k_file","On Cue: Pool 87","a8b_On_Cue_Pool_87_1987_Mastertronic_GB_a_tape_version_k_file","On Cue: Pool 87"
"zx_How_to_be","REMOVE","zx_How_to_be_a_Complete_Bastard_1987_Virgin_Games_128K","How to be a Complete Bastard","zx_How_to_be_a_Complete_Bastard_1987_Virgin_Games","How to be a Complete Bastard"
